Gene_ID,Genes,AMP_log2FC,TET_log2FC,KAN_log2FC,CHL_log2FC,CPR_log2FC,DOX_log2FC,ERY_log2FC,FOX_log2FC,TRM_log2FC,NAL_log2FC,NIT_log2FC,TOB_log2FC,AMP_pvalue,TET_pvalue,KAN_pvalue,CHL_pvalue,CPR_pvalue,DOX_pvalue,ERY_pvalue,FOX_pvalue,TRM_pvalue,NAL_pvalue,NIT_pvalue,TOB_pvalue,AMP_qvalue,TET_qvalue,KAN_qvalue,CHL_qvalue,CPR_qvalue,DOX_qvalue,ERY_qvalue,FOX_qvalue,TRM_qvalue,NAL_qvalue,NIT_qvalue,TOB_qvalue
b3305,rplF,0.151460252,0.6421791,0.842,0.417,0.552,-0.419,-0.096,-0.326,-0.1,0.009,-1.2,0.432,0.769397041,0.223941087,0.013906741,0.200260046,0.094231529,0.198186736,0.76417813,0.313306002,0.754681664,0.977540386,0.00093529,0.185116057,0.953504019,0.588866053,0.068860799,0.432956578,0.170171055,0.57677084,0.850009731,0.568419236,0.867220178,0.993724829,0.007975945,0.41381982
b2508,guaB,-0.872641513,0.550471855,0.549,0.408,2.166,-0.71,0.033,-1.66,0.514,0.987,0.018,3.749,0.062326846,0.253621939,0.095926993,0.209799327,5.52E-07,0.034664257,0.917792183,2.52E-05,0.117700795,0.004800432,0.955099745,2.81E-11,0.331957321,0.595098524,0.221425466,0.44115338,1.61E-05,0.231346234,0.942348495,0.00085899,0.41772943,0.032749611,0.983212804,4.32E-09
b0171,pyrH,0.381675483,0.932331481,0.773,0.223,0.79,-0.843,0.285,-0.294,0.074,-0.216,-1.052,1.104,0.637863283,0.055814495,0.022588754,0.48777415,0.020073679,0.013807773,0.376796884,0.362177266,0.817048774,0.501397114,0.002935063,0.00197007,0.967945478,0.255059363,0.088390483,0.696496111,0.056023813,0.148947549,0.553476763,0.599869662,0.895298694,0.750872752,0.022526605,0.014065386
b2312,purF,-0.977669707,0.69342201,1.008,-0.321,1.564,-0.743,-0.742,-0.415,0.516,0.88,-0.034,-0.018,0.508793406,0.124819479,0.004098496,0.320622415,5.34E-05,0.027750336,0.027939757,0.202350199,0.116353445,0.010579448,0.915310887,0.955099745,0.946164995,0.449993009,0.029958051,0.555903086,0.000606661,0.212983825,0.077274823,0.446917347,0.41772943,0.057998047,0.983212804,0.970912655
b1866,aspS,0.196328589,0.018901085,0.428,-0.22,-0.383,0.398,0.247,-0.088,0.142,0.419,0.544,0.506,0.777300459,0.830132902,0.189063452,0.493586358,0.23813512,0.220805728,0.442719883,0.783283559,0.65760293,0.198186736,0.098810595,0.123221311,0.986001868,0.953294479,0.347313063,0.698299594,0.335355422,0.57677084,0.595962283,0.887335988,0.837693359,0.463340424,0.266095199,0.339690842
b3059,plsY,0.349374292,0.331888874,-0.129,0.177,0.936,0.319,-0.386,0.154,0.329,0.067,-0.017,-0.087,0.646764376,0.65511903,0.687094788,0.581079025,0.00701997,0.323582071,0.234589597,0.630873802,0.308972803,0.834072727,0.957591624,0.785681848,0.942571321,0.868816635,0.807009429,0.74329692,0.024771619,0.697875399,0.399892067,0.790523499,0.592841566,0.941398262,0.983212804,0.87978643
b2517,rlmN,0.391020162,0.421532069,0.45,0.107,1.172,-0.102,0.435,-0.494,0.224,-0.021,0.006,0.052,0.572514952,0.356764298,0.168152262,0.73815845,0.001163442,0.749948112,0.182198387,0.131904756,0.485845531,0.94762702,0.985025752,0.870822601,0.953504019,0.680753618,0.324671348,0.832736086,0.006266257,0.928349887,0.338999423,0.382026037,0.757129837,0.98617456,0.996508735,0.934140226
b2779,eno,-1.908483388,-2.26866866,0.142,-0.239,0.491,0.431,-0.338,-0.125,-0.375,0.345,0.905,-0.16,0.140246768,0.112687424,0.65760293,0.457449698,0.134152939,0.186096762,0.296227402,0.696275145,0.247786783,0.286576898,0.008818098,0.617696918,0.711789084,0.51540756,0.791702351,0.675178161,0.219068895,0.574340381,0.461633566,0.844887232,0.547270089,0.561259289,0.052060694,0.790137308
b3300,secY,0.074458418,1.054343588,0.882,0.163,0.336,-0.468,-0.858,0.038,0.242,-0.398,-1.559,0.261,0.826576998,0.287451327,0.010427085,0.611156971,0.299026825,0.152456035,0.012400581,0.905394757,0.451891896,0.220805728,5.55E-05,0.41764924,0.985420214,0.669383479,0.0603984,0.764844574,0.400878757,0.520044474,0.040073458,0.957789763,0.722556313,0.493714347,0.000946413,0.641091583
b4173,hflX,-0.187340864,-0.337354225,-0.205,-0.162,-0.756,0.051,-0.062,0.076,-0.239,-0.303,0.212,-0.304,0.829186576,0.691590749,0.523232217,0.613333318,0.025392992,0.873284185,0.846284208,0.812201247,0.457449698,0.347941521,0.509277194,0.346383489,0.99410576,0.886208156,0.683541662,0.764844574,0.067665862,0.967863699,0.892815298,0.916712437,0.727653147,0.613130395,0.740359422,0.590154955
b3724,phoU,0.652720803,-0.424221389,0.076,-1.894,-0.383,-0.039,-0.34,0.381,0.378,-0.021,-0.478,-0.815,0.296574343,0.362651292,0.812201247,4.16E-06,0.23813512,0.902918115,0.293446729,0.240521117,0.244133714,0.94762702,0.144262622,0.016844722,0.763527719,0.681343029,0.868800637,0.000127765,0.335355422,0.976041765,0.459633397,0.498918804,0.545807955,0.98617456,0.335519887,0.091367351
b0414,ribD,-0.064104024,-0.128102384,0.341,-1.252,-1.089,-0.018,0.642,-0.141,0.243,-0.791,0.389,0.245,0.617394377,0.883267333,0.292063415,0.00062254,0.002211066,0.955099745,0.054058435,0.659852238,0.450048377,0.019934157,0.231084082,0.446375,0.86031936,0.97836643,0.462182827,0.008309549,0.010131302,0.99345128,0.133838222,0.816330052,0.722556313,0.089996858,0.460667619,0.675059729
b2803,fucK,-0.698718835,-1.259701282,0.013,-0.258,-0.335,0.244,-0.387,-0.453,0.478,0.37,-0.125,-0.685,0.562157067,0.292066958,0.967563299,0.422945235,0.300433576,0.448209409,0.233416656,0.165449713,0.144262622,0.253965615,0.696275145,0.040909069,0.985420214,0.6827769,0.973907976,0.655778723,0.401013512,0.814202891,0.399892067,0.421966558,0.454862432,0.537706509,0.855025878,0.167454454
b3307,rpsN,0.006518136,0.601314301,0.655,0.475,0.633,-0.228,0.251,-0.451,0.007,0.06,-0.862,0.71,0.864211614,0.214507881,0.049732351,0.146682022,0.057246443,0.478175207,0.43546462,0.167247512,0.982530439,0.851180031,0.012048835,0.034664257,0.985420214,0.56285156,0.141368814,0.383645735,0.122046236,0.845966739,0.595962283,0.421966558,0.985741323,0.946783585,0.064894601,0.147804539
b0023,rpsT,0.014265064,0.614455487,0.719,0.612,1.65,-0.171,0.263,0.585,0.434,-0.404,0.445,0.117,0.942700846,0.225279264,0.032637405,0.065340688,2.72E-05,0.593879128,0.414141823,0.077213689,0.183166878,0.214150043,0.172734899,0.714777681,0.991487587,0.568246481,0.10547035,0.21784176,0.000363374,0.864080058,0.583218072,0.278877678,0.480617364,0.486993061,0.376096552,0.853839486
b3289,rsmB,-0.660298131,0.221946482,0.609,0.29,-0.306,-0.117,-0.025,0.008,0.02,-0.321,-0.094,-0.137,0.213318748,0.547727496,0.066575661,0.368627527,0.343281658,0.714777681,0.937671145,0.980035308,0.950117417,0.320622415,0.768940692,0.668882125,0.654873261,0.804915916,0.168676867,0.598775931,0.446557072,0.928349887,0.956362265,0.988244791,0.977385406,0.596552009,0.890213992,0.823159967
b3169,nusA,-0.632333881,1.087306796,0.379,0.348,0.739,0.03,-0.522,-0.404,0.361,-0.009,-0.061,0.083,0.203625444,0.310447373,0.242925026,0.282510983,0.02851517,0.925241092,0.1123887,0.214150043,0.265374263,0.977540386,0.848731342,0.795296483,0.445864555,0.690182313,0.403124233,0.525641647,0.073564345,0.977262724,0.230022206,0.462986361,0.561861371,0.993724829,0.947492807,0.881429676
b3974,coaA,-0.72458179,-0.484144775,0.807,0.932,0.531,0.085,-0.221,-0.448,0.721,0.463,-0.051,-0.52,0.132344653,0.431804375,0.017821067,0.007230564,0.106654934,0.790484915,0.491644572,0.16997351,0.032201937,0.156692202,0.873284185,0.113697482,0.388830368,0.750614585,0.074946131,0.048286909,0.188178533,0.928349887,0.639554592,0.421966558,0.260157756,0.418300053,0.964382175,0.317319337
b4006,purH,-0.650055817,0.299978649,2.109,-0.273,1.38,-0.623,-1.866,-0.327,0.349,1.868,0.018,-1.157,0.596456721,0.141505477,8.37E-07,0.396884971,0.000227281,0.060983127,5.15E-06,0.311856886,0.281164986,5.07E-06,0.955099745,0.001307361,0.99410576,0.477758643,3.21E-05,0.628060238,0.001789107,0.317318981,8.32E-05,0.568419236,0.565880005,9.16E-05,0.983212804,0.009556183
b1651,gloA,-0.830682158,-1.131510216,-0.276,-0.408,-0.392,0.693,0.571,0.598,-0.471,0.067,0.275,-0.261,0.167248529,0.316158489,0.391799349,0.209799327,0.227618392,0.038807964,0.084078077,0.071280797,0.149959245,0.834072727,0.393489854,0.41764924,0.635949714,0.699248827,0.567369812,0.44115338,0.3296172,0.243143775,0.186823767,0.270163021,0.459424677,0.941398262,0.641914361,0.641091583
b2614,grpE,-0.554031537,0.150862953,-0.736,-1.409,0.333,-0.432,-0.252,0.041,0.251,0.248,0.393,0.699,0.43444655,0.549172975,0.02910144,0.000180806,0.303261169,0.185116057,0.433662292,0.897967878,0.43546462,0.440899186,0.22647198,0.037296783,0.900502631,0.819420229,0.09671922,0.00326515,0.403035406,0.574340381,0.595962283,0.956525403,0.714055137,0.697711599,0.454424168,0.154731248
b3700,recF,-0.636145094,0.651675102,0.619,0.614,0.868,-0.398,-0.292,-1.249,0.112,0.113,0.138,-0.669,0.193684195,0.175889903,0.062537111,0.064528599,0.011538835,0.220805728,0.365392921,0.000637364,0.726434095,0.724097294,0.666619792,0.045421972,0.442165855,0.529214408,0.161335235,0.21784176,0.036147168,0.57677084,0.546708459,0.010870596,0.86051346,0.930464636,0.838150255,0.178776221
b0759,galE,-1.164822419,-1.476763585,1.136,-0.155,-0.83,-0.275,1.283,0.437,-0.111,-0.325,-0.467,-1.84,0.025474706,0.041408094,0.001538619,0.628668783,0.01514755,0.393489854,0.000488008,0.180273556,0.728773614,0.314759837,0.153295756,6.28E-06,0.11157497,0.351670561,0.013495888,0.764844574,0.044714402,0.75975714,0.002996372,0.426782939,0.86051346,0.589215062,0.350524013,8.38E-05
b2733,mutS,-0.183880732,0.342147899,0.38,-0.19,0.491,0.2,0.176,-0.517,0.517,0.889,0.631,0.338,0.324084486,0.72342056,0.241720829,0.553826902,0.134152939,0.533326874,0.583202794,0.115684628,0.115684628,0.009910035,0.057977134,0.296227402,0.692928842,0.900613277,0.403124233,0.732451059,0.219068895,0.845966739,0.710489118,0.360813207,0.41772943,0.056340383,0.193467174,0.55042653
b1133,mnmA,-0.395798295,0.701802973,0.955,-0.858,0.663,-0.034,0.938,-0.06,0.071,-0.236,0.827,0.022,0.486045848,0.138344919,0.0060973,0.012400581,0.047226478,0.915310887,0.006916886,0.851180031,0.824334019,0.463048223,0.015473601,0.945137169,0.855697864,0.46877379,0.043531889,0.071829782,0.105744596,0.977262724,0.025279571,0.943365594,0.897413275,0.720866103,0.072425533,0.963977112
b2458,eutD,1.339969922,-1.82570771,0.286,-0.158,-0.556,0.129,0.574,-0.644,0.308,0.427,-0.059,-0.524,0.350967343,0.370887617,0.375153551,0.622074952,0.092010798,0.687094788,0.082564312,0.053371799,0.340198802,0.190060569,0.853630251,0.111092604,0.865048112,0.7367586,0.556387151,0.764844574,0.170157492,0.928349887,0.186376792,0.227571419,0.621672811,0.453574048,0.949509011,0.315791012
b0180,fabZ,-0.717962964,0.171393284,0.179,-0.228,0.379,0.078,-0.564,-0.645,0.003,0.054,0.16,0.025,0.164934356,0.814279264,0.576843101,0.478175207,0.242925026,0.807361384,0.087703568,0.0530314,0.992512525,0.865903461,0.617696918,0.937671145,0.386104502,0.95237939,0.731780298,0.689200886,0.337456937,0.935320546,0.189612643,0.227571419,0.992512525,0.948709046,0.792935128,0.963977112
b3311,rpsQ,0.844168485,2.145249754,0.632,-0.13,1.044,-0.785,-1.278,-0.377,0.535,-1.406,-1.233,0.37,0.385672765,0.154383838,0.057610762,0.684807298,0.003119547,0.020785005,0.000507571,0.245346898,0.104187018,0.000185136,0.000722529,0.253965615,0.862745604,0.584439125,0.155144771,0.805501304,0.013119189,0.172459365,0.003055377,0.502143319,0.414902107,0.002029886,0.006590705,0.490361282
b4058,uvrA,-0.118348567,-2.002827217,0.087,-1.109,-1.298,-0.055,0.282,-0.793,0.452,-0.63,0.159,0.57,0.68826722,0.157589449,0.785681848,0.001895595,0.000433701,0.863445953,0.381755238,0.019657817,0.166346665,0.058345568,0.619884139,0.08458796,0.942571321,0.563395013,0.858378389,0.018772504,0.003096424,0.963160734,0.555444825,0.118332347,0.471054919,0.210730462,0.792935128,0.276260677
b1204,pth,-0.862442332,0.589870309,0.674,-0.937,0.881,-0.187,1.087,0.122,0.27,-0.081,0.287,0.105,0.184034093,0.236862566,0.043965785,0.006968246,0.010503005,0.560056282,0.002245298,0.703191784,0.402012866,0.800116368,0.373514948,0.742866627,0.670372237,0.57968919,0.129389151,0.048286909,0.03467121,0.845966739,0.010288156,0.846587755,0.685655276,0.937540935,0.630049939,0.85637545
b3168,infB,-0.151050752,0.944202773,0.58,0.305,0.257,-0.218,-0.595,-0.261,0.104,-0.086,-0.622,0.261,0.589079974,0.387164129,0.07960732,0.344830201,0.424719848,0.497483032,0.072613433,0.41764924,0.745224581,0.788082307,0.061368393,0.41764924,0.841436185,0.734600055,0.192436593,0.578485638,0.527890661,0.845966739,0.170170411,0.647029384,0.862814363,0.934136171,0.202581686,0.641091583
b2780,pyrG,-0.401693015,0.404826556,0.162,-0.099,0.989,0.495,0.439,-0.255,0.21,0.063,0.153,0.736,0.654974029,0.433956828,0.613333318,0.757052143,0.004728878,0.131162311,0.178364866,0.428282964,0.513243033,0.843838654,0.633082331,0.02910144,0.99097851,0.749898973,0.756198107,0.844305856,0.018854097,0.465457011,0.335938735,0.650905297,0.770817333,0.945468857,0.806457575,0.131384445
b3185,rpmA,-0.076585869,0.679045345,0.536,0.26,1.494,0.213,-0.102,0.565,-0.029,0.091,0.121,0.541,0.590769445,0.157230576,0.103577648,0.419409926,9.25E-05,0.507300709,0.749948112,0.087177544,0.927725651,0.776101948,0.7055032,0.100575918,0.886443651,0.499049048,0.232104656,0.655778723,0.000887527,0.845966739,0.837214802,0.294104461,0.965463643,0.932046716,0.862906304,0.302713793
b3699,gyrB,-0.368853398,-0.064168972,0.217,0.229,-0.075,0.037,0.193,-1.42,0.348,-0.436,-0.074,0.069,0.415344046,0.557414955,0.499437902,0.476268707,0.814624064,0.907872381,0.547633894,0.000165779,0.282510983,0.181233949,0.817048774,0.829199874,0.749012475,0.826397063,0.663755134,0.689200886,0.853548081,0.977262724,0.688149584,0.004241181,0.565880005,0.44511058,0.926998329,0.901084552
b3721,bglB,2.797310495,-0.837011628,-0.424,-0.295,-0.078,0.172,-0.298,-0.325,0.513,-0.167,-0.791,-0.155,0.170712039,0.146143932,0.193076705,0.360576548,0.807361384,0.591736244,0.35580284,0.314759837,0.11837935,0.602488302,0.019934157,0.628668783,0.780970287,0.497822055,0.348673814,0.591962567,0.848835427,0.864080058,0.538086068,0.568419236,0.41772943,0.848458297,0.088692556,0.797526101
b3255,accB,-0.43832108,0.690082016,1.084,-0.153,0.882,-0.093,-0.404,0.377,0.165,0.342,-0.294,0.095,0.397052875,0.135458696,0.002297618,0.633082331,0.010427085,0.771325478,0.214150043,0.245346898,0.606815261,0.290684778,0.362177266,0.766558235,0.795338416,0.469381699,0.019064017,0.764844574,0.03467121,0.928349887,0.377839444,0.502143319,0.81641124,0.561259289,0.624654048,0.871087795
b1131,purB,-1.51367557,0.818624911,1.653,-1.228,1.06,-0.666,-0.736,-0.117,0.211,0.915,-1.339,-0.479,0.31877992,0.103392598,2.66E-05,0.000751383,0.002761198,0.04631634,0.02910144,0.714777681,0.511257972,0.008194838,0.000314023,0.143463438,0.92347806,0.378032697,0.000628029,0.009226987,0.011939266,0.268285217,0.079769127,0.850530031,0.770817333,0.048381064,0.003324316,0.363021517
b3384,trpS,-0.334327845,-0.159785423,-0.353,-0.58,0.099,0.028,-0.676,-0.407,0.491,0.67,-0.201,0.303,0.471032435,0.682929141,0.275827428,0.07960732,0.757052143,0.930210961,0.043395167,0.210880561,0.134152939,0.045127314,0.531299571,0.347941521,0.8096304,0.872144901,0.445479279,0.241974726,0.80980839,0.977262724,0.112900985,0.462430943,0.454862432,0.16895226,0.74478981,0.590154955
b3908,sodA,-0.715571018,-3.094803841,-0.248,-0.75,-4.586,-0.432,-2.045,-0.839,0.74,-3.752,-2.086,-0.637,0.16484741,0.022120289,0.440899186,0.026457087,4.63E-13,0.185116057,1.34E-06,0.014207662,0.028322168,2.77E-11,9.91E-07,0.055809512,0.386787146,0.227058486,0.604268081,0.12122874,4.74E-11,0.574340381,2.89E-05,0.106384199,0.246493707,2.13E-09,3.38E-05,0.208945367
b1089,rpmF,-0.003904363,1.196218994,0.678,0.607,0.748,-0.12,0.283,-0.113,0.541,-0.91,-0.425,-0.226,0.698651078,0.349114368,0.042831225,0.067410317,0.02682081,0.707817518,0.380097729,0.724097294,0.100575918,0.008501029,0.192067186,0.482001521,0.914680854,0.733268479,0.127662,0.21784176,0.070375972,0.928349887,0.555444825,0.851715974,0.414902107,0.049241811,0.403867303,0.702022715
b1211,prfA,-0.249629553,0.615184591,0.827,-0.893,0.042,0.001,-0.799,-0.735,0.844,-0.713,0.747,-0.68,0.579095279,0.217133889,0.015473601,0.009625599,0.895494333,0.99750414,0.018850039,0.029299308,0.013709469,0.033976241,0.027004392,0.042273894,0.852004291,0.565700129,0.071312369,0.061563726,0.913344718,0.99750414,0.057869621,0.155583084,0.168352275,0.140955488,0.112031735,0.170764284
b3973,birA,-0.074219433,-0.250636106,0.299,-0.202,-0.254,-0.099,-0.365,-0.744,0.681,-0.572,0.321,0.212,0.337641359,0.450562102,0.354221089,0.529276443,0.430071458,0.757052143,0.260258053,0.027562095,0.041997688,0.083570849,0.320622415,0.509277194,0.737094056,0.762850942,0.53046768,0.725392268,0.530248746,0.928349887,0.427268569,0.15109934,0.274325325,0.278872288,0.586281412,0.713437261
b1269,rluB,-0.163733834,0.727861952,0.42,-0.012,1.918,-0.194,0.876,-0.576,0.046,0.21,0.172,-0.177,0.806214701,0.111018809,0.197156376,0.970057128,3.47E-06,0.5455777,0.010890524,0.081568266,0.885611235,0.513243033,0.591736244,0.581079025,0.985420214,0.456756301,0.351901205,0.977540386,6.27E-05,0.845966739,0.03674056,0.284562019,0.938896282,0.764136892,0.772546153,0.765627729
b1716,rplT,-1.399749039,-0.494059743,0.252,0.259,0.51,-0.109,-0.376,0.37,-0.083,-0.397,-0.544,-0.139,0.220858104,0.319628108,0.433662292,0.42117526,0.12043466,0.733460722,0.246564586,0.253965615,0.795296483,0.221930227,0.098810595,0.664360688,0.826532066,0.691801286,0.597014904,0.655778723,0.203150773,0.928349887,0.413635672,0.512098055,0.884623262,0.493714347,0.266095199,0.823159967
b1094,acpP,0.111256348,0.580714505,0.422,-0.427,-0.127,0.004,-0.207,0.705,0.351,-0.707,-0.033,-0.595,0.532557792,0.411846986,0.195108203,0.190060569,0.691678926,0.990016821,0.51922381,0.035839175,0.278486929,0.03536493,0.917792183,0.072613433,0.830269201,0.739981313,0.350281979,0.428145809,0.758376537,0.996508735,0.661417882,0.171538338,0.565880005,0.142855703,0.983212804,0.256233608
b4349,hsdM,-0.770530139,-0.151402273,0.781,-0.939,1.221,-0.261,-0.167,-0.295,0.484,0.511,0.382,-0.039,0.100689196,0.362590225,0.021370847,0.006865888,0.000793701,0.41764924,0.602488302,0.360576548,0.139521669,0.119746272,0.239325883,0.902918115,0.334896593,0.699717106,0.088390483,0.048286909,0.00468589,0.79147109,0.722286104,0.599869662,0.454862432,0.346812315,0.469672751,0.955847798
b0078,ilvH,0.257622097,-0.964449104,0.039,0.495,1.308,0.548,-1.546,-0.66,-1.506,-0.092,0.485,-0.554,0.204661062,0.329176781,0.902918115,0.131162311,0.000400876,0.096497903,6.15E-05,0.048152614,8.42E-05,0.773712571,0.138744073,0.0931155,0.654873261,0.699819458,0.933319399,0.356343625,0.002930216,0.435659649,0.000539042,0.21739489,0.00258405,0.932046716,0.330189383,0.291698557
b2805,fucR,-1.039803034,-0.789972271,0.477,0.653,-0.169,0.528,1.164,-0.591,-0.197,1.054,-0.614,-1.779,0.053423305,0.095475365,0.145065441,0.05037711,0.598176217,0.108538126,0.001238143,0.07442406,0.539433713,0.002890624,0.064528599,1.00E-05,0.165876052,0.428239723,0.296900603,0.188606985,0.672674354,0.440362737,0.006279942,0.27367886,0.787837072,0.023353202,0.208529263,0.000128159
b4052,d0B,0.057262135,0.149439162,0.322,-0.656,0.955,-0.011,0.068,-0.516,0.407,0.061,0.559,0.222,0.562155991,0.786115241,0.319149682,0.049412746,0.0060973,0.97255127,0.831635438,0.116353445,0.210880561,0.848731342,0.090374796,0.489707167,0.865314062,0.935653563,0.489894761,0.187280407,0.022552666,0.994746401,0.888132352,0.360813207,0.509616165,0.946783585,0.252227841,0.702022715
b3967,murI,-0.84627277,-1.675141792,0.825,-0.634,-0.755,-0.238,0.825,-1.694,0.563,-0.804,0.319,-0.637,0.087639261,0.166663958,0.015694612,0.056884168,0.025567557,0.459311358,0.015694612,1.93E-05,0.088232318,0.018200631,0.323582071,0.055809512,0.294762417,0.569912459,0.071312369,0.205452229,0.067665862,0.829462276,0.04866915,0.000741788,0.412886189,0.084660512,0.586281412,0.208945367
b1714,pheS,-0.505137872,0.219463191,0.436,-0.033,1.442,0.064,-1.704,0.359,-0.305,0.235,-0.408,-0.852,0.199750515,0.620352414,0.181233949,0.917792183,0.000139371,0.841394705,1.79E-05,0.267959902,0.344830201,0.464923415,0.209799327,0.012946414,0.508182675,0.861363266,0.343449521,0.955126102,0.001222485,0.962256488,0.000203374,0.523972548,0.621869773,0.720866103,0.432271097,0.07499149
b1683,sufB,3.436999997,-2.508589559,-1.799,0.155,-0.667,-0.629,1.037,-0.014,-3.159,-1.373,-0.996,2.202,6.67E-06,0.161617353,8.59E-06,0.628668783,0.046016477,0.058716073,0.003290166,0.965069808,7.80E-10,0.000240182,0.004486449,4.26E-07,7.96E-05,0.568083449,0.000263756,0.764844574,0.103875429,0.316242708,0.014539818,0.981047785,1.20E-07,0.002378576,0.031303182,8.71E-06
b0932,pepN,-0.636091613,-0.71684997,-0.207,0.473,-1.671,0.027,-0.3,-0.016,-0.161,-0.16,-0.11,-0.446,0.161716302,0.113254664,0.51922381,0.148313263,2.31E-05,0.932696998,0.352644081,0.960083944,0.615513306,0.617696918,0.731115831,0.171810488,0.482424274,0.437227663,0.681203887,0.383645735,0.000327618,0.977262724,0.535949173,0.981047785,0.818019848,0.850371991,0.869971163,0.408882324
b2676,nrdF,-1.663557651,-4.003943858,-0.143,-0.876,-0.166,0.397,-3.613,-2.986,0.536,-2.25,-0.922,-0.086,0.008126539,0.004678528,0.655356923,0.010890524,0.60464993,0.221930227,5.85E-11,2.23E-09,0.103577648,3.01E-07,0.007783787,0.788082307,0.133591986,0.073814397,0.791702351,0.065556685,0.677472732,0.57677084,3.59E-09,2.28E-07,0.414902107,6.61E-06,0.048767807,0.87978643
b0757,galK,-0.906459798,-1.285290337,0.735,-0.116,-1.284,0.124,0.995,0.858,-0.534,0.358,-0.201,-2.078,0.074859352,0.216140106,0.029299308,0.717103404,0.000484187,0.698577737,0.004520333,0.012400581,0.104799421,0.269259623,0.531299571,1.05E-06,0.241514842,0.620416589,0.09671922,0.821458004,0.00330323,0.928349887,0.017566358,0.098318876,0.414902107,0.556433182,0.74478981,1.79E-05
b1860,ruvB,-0.244114324,-0.348768119,-0.212,-0.233,0.223,0.22,-0.14,0.495,0.418,0.097,-0.019,0.576,0.806636907,0.714823878,0.509277194,0.468687277,0.48777415,0.493586358,0.66210483,0.131162311,0.19922129,0.761800398,0.952608334,0.081568266,0.996467513,0.894733228,0.673914218,0.688454517,0.580413426,0.845966739,0.763627896,0.382026037,0.501319147,0.932046716,0.983212804,0.269262986
b2675,nrdE,-2.792853952,-2.457426692,-0.469,-0.931,-0.365,-0.056,-3.851,-2.61,0.105,-2.546,-0.507,0.316,0.022865974,0.000601709,0.151620049,0.007284148,0.260258053,0.860989854,1.65E-11,2.50E-08,0.742866627,3.84E-08,0.122519662,0.32805705,0.293997565,0.018443268,0.304231079,0.048286909,0.355107655,0.963160734,1.26E-09,1.54E-06,0.862814363,1.41E-06,0.308307675,0.581463034
b0169,rpsB,0.303377391,0.617121429,0.157,-0.125,1.375,0.111,0.075,-0.091,0.435,-1.022,-0.448,0.4,0.491199284,0.171698281,0.624269342,0.696275145,0.000236423,0.728773614,0.814624064,0.776101948,0.182198387,0.003686796,0.16997351,0.218569803,0.795338416,0.509671554,0.766602752,0.812361231,0.001814546,0.928349887,0.88059714,0.885176041,0.480617364,0.026948726,0.37540912,0.458799155
b1203,ychF,-0.739253713,0.286724736,0.773,-0.929,0.511,-0.307,1.07,0.197,0.256,-0.683,0.361,-0.382,0.114247439,0.512132058,0.022588754,0.007392458,0.119746272,0.341737858,0.002557913,0.539433713,0.426499092,0.041450153,0.265374263,0.239325883,0.462865785,0.787936811,0.088390483,0.048286909,0.203105555,0.71858577,0.011548225,0.734615587,0.703952803,0.163143552,0.50290061,0.478763191
